a_DET	15875
az_DET	15874
hogy_SCONJ	15873
és_CONJ	15872
ez_PRON	15871
nem_ADV	15870
is_CONJ	15869
egy_DET	15868
van_SYM	15867
amely_PRON	15866
meg_PART	15865
ami_PRON	15864
kell_SYM	15863
Magyarország_PROPN	15862
ha_SCONJ	15861
de_CONJ	15860
szó_NOUN	15859
volt_SYM	15858
vagy_CONJ	15857
olyan_PRON	15856
törvény_NOUN	15855
kormány_NOUN	15854
mi_PRON	15853
ön_PRON	15852
tud_SYM	15851
már_ADV	15850
én_PRON	15849
képviselő_úr_NOUN	15848
mert_SCONJ	15847
csak_ADV	15846
most_ADV	15845
kérdés_NOUN	15844
lesz_SYM	15843
tehát_CONJ	15842
lehet_SYM	15841
el_ADV	15840
még_ADV	15839
itt_ADV	15838
elnök_NOUN	15837
köszönöm_szépen_NOUN	15836
aki_PRON	15835
eb_NOUN	15834
elnök_úr_ADJ	15833
fog_AUX	15832
dr_INTJ	15831
javaslat_NOUN	15830
ország_NOUN	15829
év_NOUN	15828
ki_ADV	15827
tisztelt_ADJ	15826
sem_ADV	15825
köszönöm_SYM	15824
e_PRON	15823
sor_NOUN	15822
nagyon_ADV	15821
mint_SCONJ	15820
ilyen_PRON	15819
nagy_ADJ	15818
Fidesz__Magyar_Polgári_Szövetség_NOUN	15817
Magyar_Szocialista_Párt_PROPN	15816
bizottság_NOUN	15815
hanem_CONJ	15814
pedig_CONJ	15813
úgy_ADV	15812
taps_NOUN	15811
rész_NOUN	15810
minden_PRON	15809
jó_ADJ	15808
hiszen_CONJ	15807
azért_ADV	15806
törvényjavaslat_NOUN	15805
amikor_ADV	15804
alap_NOUN	15803
szeret_SYM	15802
így_CONJ	15801
eset_NOUN	15800
tesz_SYM	15799
más_PRON	15798
szerint_ADP	15797
gondol_SYM	15796
vita_NOUN	15795
figyelem_NOUN	15794
tisztelt_országgyűlés_NOUN	15793
képviselő_ADJ	15792
új_ADJ	15791
helyzet_NOUN	15790
államtitkár_úr_NOUN	15789
kérem_SYM	15788
ezért_ADV	15787
két_NUM	15786
ember_NOUN	15785
illetve_CONJ	15784
majd_ADV	15783
rendszer_NOUN	15782
több_NUM	15781
pont_ADV	15780
tisztelt_ház_NOUN	15779
országgyűlés_NOUN	15778
Európai_Unió_PROPN	15777
támogatás_NOUN	15776
lehetőség_NOUN	15775
maga_PRON	15774
ne_ADV	15773
igen_INTJ	15772
egyébként_ADV	15771
költségvetés_NOUN	15770
be_ADV	15769
fontos_ADJ	15768
képviselőtárs_NOUN	15767
ad_SYM	15766
probléma_NOUN	15765
ügy_NOUN	15764
módosító_javaslat_NOUN	15763
úr_NOUN	15762
kíván_SYM	15761
dolog_NOUN	15760
önkormányzat_NOUN	15759
milyen_PRON	15758
terület_NOUN	15757
fel_ADV	15756
számára_ADP	15755
cél_NOUN	15754
tart_SYM	15753
munka_NOUN	15752
feladat_NOUN	15751
válasz_NOUN	15750
által_ADP	15749
százalék_NOUN	15748
egyik_PRON	15747
jog_NOUN	15746
mód_NOUN	15745
idő_NOUN	15744
támogat_SYM	15743
valóban_ADV	15742
lát_SYM	15741
vannak_SYM	15740
hisz_CONJ	15739
kerül_SYM	15738
parlament_NOUN	15737
azonban_CONJ	15736
beszél_SYM	15735
gazdasági_ADJ	15734
s_CONJ	15733
való_ADJ	15732
ma_ADV	15731
ezen_PRON	15730
akar_SYM	15729
abban_PRON	15728
után_ADP	15727
megad_SYM	15726
tisztelt_képviselőtárs_NOUN	15725
természetesen_ADJ	15724
érdeke_NOUN	15723
legyen_SYM	15722
ott_ADV	15721
kapcsolat_NOUN	15720
sok_NUM	15719
között_ADP	15718
miniszter_úr_NOUN	15717
program_NOUN	15716
állami_ADJ	15715
ő_PRON	15714
kellene_SYM	15713
mond_SYM	15712
szükséges_ADJ	15711
szavazás_NOUN	15710
úgy_gondol_INTJ	15709
például_ADV	15708
másik_PRON	15707
ahol_ADV	15706
politikai_ADJ	15705
költségvetési_ADJ	15704
módosítás_NOUN	15703
talán_ADV	15702
elmond_SYM	15701
mind_CONJ	15700
néhány_PRON	15699
akár_ADV	15698
szempont_NOUN	15697
szól_SYM	15696
döntés_NOUN	15695
jelen_ADV	15694
szám_NOUN	15693
érdek_érd_NOUN	15692
miért_ADV	15691
ők_PRON	15690
tett_ADJ	15689
vesz_SYM	15688
szavaz_SYM	15687
szóló_ADJ	15686
következő_ADJ	15685
1_NUM	15684
állam_NOUN	15683
ugyanaz_PRON	15682
egész_ADJ	15681
intézmény_NOUN	15680
pénz_NOUN	15679
i_NOUN	15678
t_NOUN	15677
2_NUM	15676
kap_SYM	15675
nemzeti_ADJ	15674
igaz_ADJ	15673
elfogad_SYM	15672
szervezet_NOUN	15671
évi_ADJ	15670
biztosít_SYM	15669
10_NUM	15668
szabály_NOUN	15667
ok_NOUN	15666
áll_SYM	15665
szeretnék_SYM	15664
Jobbik_Magyarországért_Mozgalom_PROPN	15663
nemcsak_CONJ	15662
megoldás_NOUN	15661
miniszter_NOUN	15660
forrás_NOUN	15659
ért_SYM	15658
milliárd_forint_ADV	15657
tevékenység_NOUN	15656
hoz_SYM	15655
van_szó_NOUN	15654
miatt_ADP	15653
jelent_SYM	15652
saját_PRON	15651
első_ADJ	15650
tekintet_NOUN	15649
vélemény_NOUN	15648
kis_ADJ	15647
jelez_SYM	15646
hogyan_ADV	15645
jól_ADV	15644
mellett_ADP	15643
Alkotmány_PROPN	15642
rendelkezés_NOUN	15641
bizonyos_ADJ	15640
eljárás_NOUN	15639
szabályozás_NOUN	15638
kérdez_SYM	15637
egyes_ADJ	15636
három_NUM	15635
lászló_ADJ	15634
következik_SYM	15633
hely_NOUN	15632
Szabad_Demokraták_Szövetsége_NOUN	15631
nap_ADV	15630
történt_SYM	15629
szakmai_ADJ	15628
mondani_SYM	15627
éppen_ADV	15626
ahogy_ADV	15625
20_NUM	15624
tudom_SYM	15623
módosító_indítvány_NOUN	15622
istván_ADV	15621
mindenki_PRON	15620
elmúlt_ADJ	15619
él_SYM	15618
feltétel_NOUN	15617
összeg_NOUN	15616
valamint_CONJ	15615
Magyar_Demokrata_Fórum_PROPN	15614
folyamat_NOUN	15613
került_SYM	15612
3_NUM	15611
mérték_NOUN	15610
ezer_NUM	15609
kér_SYM	15608
további_ADJ	15607
padsor_NOUN	15606
önkormányzati_ADJ	15605
ugyanis_CONJ	15604
5_NUM	15603
szemben_ADP	15602
út_NOUN	15601
viszont_CONJ	15600
nélkül_ADP	15599
gazdaság_NOUN	15598
igény_NOUN	15597
tag_NOUN	15596
álláspont_NOUN	15595
le_ADV	15594
elhangzott_ADJ	15593
eredmény_NOUN	15592
30_NUM	15591
jogszabály_NOUN	15590
azon_PRON	15589
felszólalás_NOUN	15588
ülés_NOUN	15587
kapcsolatos_ADJ	15586
kör_NOUN	15585
alatt_ADP	15584
adat_NOUN	15583
